"Version","Class","Domain","Variable Order","CDASH Variable","CDASH Variable Label","DRAFT CDASH Definition","Domain Specific","Question Text","Prompt","Type","SDTM Target","Mapping Instructions","Controlled Terminology Codelist Code","Implementation Notes"
"CDASH Model v1.3","Timing",,"22","--STMI","Observation Start Minute","Start minute of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention]) ([MHEVDTYP]/start/admission) minute?","([Intended/Planned/Actual]) ([MHEVDTYP]/Start/Admission) Minute","Char","--STDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTM variable --STDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic START MINUTE (STMI) field that can be implemented in a system that will not store partial dates. Use this for time of events or interventions (e.g., AE start time, substance use start time), start time of interval dosing (e.g., time of infusion start), time of protocol milestones (e.g., informed consent time), time of Disposition events (e.g., time of study completion, time of discontinuation)."
"CDASH Model v1.3","Timing",,"23","--STSS","Observation Start Second","Start second of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention]) ([MHEVDTYP]/start/admission) second?","([Intended/Planned/Actual]) ([MHEVDTYP]/Start/Admission) Second \n","Char","--STDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTM variable --STDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic START SECOND (STSS) field that can be implemented in a system that will not store partial dates. Use this for time of events or interventions (e.g., AE start time, substance use start time), start time of interval dosing (e.g., time of infusion start), time of protocol milestones (e.g., informed consent time), time of Disposition events (e.g., time of study completion, time of discontinuation)."
"CDASH Model v1.3","Timing",,"24","--ENDAT","Observation End Date","End date of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) date (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Date","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END DATE field that can be implemented in a system that will store partial dates. Use this for end date of events (e.g., AE end date) or interventions (e.g., CM end date), end date of interval dosing (e.g., date of infusion end), end visit date, or end date for interval collection of measurements or tests (e.g., end date of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"25","--ENDD","Observation End Day","End day of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) day (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Day","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END DAY (ENDD) field that can be implemented in a system that will not store partial dates. Use this for end date of events (e.g., AE end date) or interventions (e.g., CM end date), end date of interval dosing (e.g., date of infusion end), end visit date, or end date for interval collection of measurements or tests (e.g., end date of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"26","--ENMO","Observation End Month","End month of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) month (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Month","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END MONTH (ENMO) field that can be implemented in a system that will not store partial dates. Use this for end date of events (e.g., AE end date) or interventions (e.g., CM end date), end date of interval dosing (e.g., date of infusion end), end visit date, or end date for interval collection of measurements or tests (e.g., end date of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"27","--ENYY","Observation End Year","End year of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) year (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Year","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END YEAR (ENYY) field that can be implemented in a system that will not store partial dates. Use this for end date of events (e.g., AE end date) or interventions (e.g., CM end date), end date of interval dosing (e.g., date of infusion end), end visit date, or end date for interval collection of measurements or tests (e.g., end date of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"28","--ENTIM","Observation End Time","End time of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) time (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Time","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END TIME (ENTIM) field that can be implemented in a system that will store partial times. Use this for end time of events (e.g., AE end time) or Interventions (e.g., CM end time), end time of interval dosing (e.g., time of infusion end), end visit time, end time for interval collection of measurements or tests (e.g., end time of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"29","--ENHR","Observation End Hour","End hour of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) hour (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Hour","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END HOUR (ENHR) field that can be implemented in a system that will not store partial times. Use this for end time of events (e.g., AE end time) or Interventions (e.g., CM end time), end time of interval dosing (e.g., time of infusion end), end visit time, end time for interval collection of measurements or tests (e.g., end time of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"30","--ENMI","Observation End Minute","End minute of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) minute (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Minute","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END MINUTE (ENMI) field that can be implemented in a system that will not store partial times. Use this for time of events (e.g., AE end time) or Interventions (e.g., CM end time), end time of interval dosing (e.g., time of infusion end), end visit time, end time for interval collection of measurements or tests (e.g., end time of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"31","--ENSS","Observation End Second","End second of an observation.",,"What [is/was] the ([intended/planned/actual]) ([event/intervention/finding]) ([end/discharge/stop]) second (of the observation)?","([Intended/Planned/Actual]) ([End/Discharge/Stop]) Second","Char","--ENDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH End DATE and TIME components and populate the SDTM variable --ENDTC in ISO 8601 format. Section 4.1.4.1 of the FDA Study Data Technical Conformance Guidea indicates that when dates have the role of a timing variable, the matching Study Day variables (--DY, --STDY, or --ENDY, respectively) should be included in the SDTM dataset.","","This is a generic END SECOND (ENSS) field that can be implemented in a system that will not store partial dates. Use this for end time of events (e.g., AE end time) or Interventions (e.g., CM end time), end time of interval dosing (e.g., time of infusion end), end visit time, end time for interval collection of measurements or tests (e.g., and time of 24-hour urine collection)."
"CDASH Model v1.3","Timing",,"32","--CDUR","Collected Duration","Collected duration of an event, intervention, or finding. Used only if collected on the CRF and not derived.",,"What [is/was] the duration of the [event/intervention]?","Duration","Char","--DUR","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate the collected CDASH duration and the CDASH duration unit components and populate the SDTM variable --DUR in ISO 8601 period format.","","Use only if collected on the CRF and not derived."
"CDASH Model v1.3","Timing",,"33","--CDURU","Collected Duration Unit","The unit of time associated with the collected duration of an event, intervention, or finding.",,"What [is/was] the duration unit of the [event/intervention]?","[Duration Unit]","Char","--DUR","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate the collected CDASH duration and the CDASH duration unit components and populate the SDTM variable --DUR in ISO 8601 period format.","C71620","Use only if collected on the CRF and not derived."
"CDASH Model v1.3","Timing",,"34","--PRIOR","Prior","An indication whether the event/intervention/finding started or occurred prior to a specified time point.",,"Was the [--TRT/Intervention] [taken/performed/used/administered/consumed/started/occurred] prior to a [specified timepoint]?; Did the [--TERM/event topic/--TRT/Intervention/Finding] [start/occur] prior to [specified timepoint]?","[Taken/Performed/Used/Administered/Consumed/Started/Occurred] Prior to a [specified timepoint]","Char","--STRF; --STRTPT","This does not map directly to an SDTM variable. May be used to populate a value into an SDTM relative timing variable such as --STRF or --STRTPT. When populating --STRF, or --STRTPT, if the value of the CDASH field --PRIOR is ""Y"" a value from the CDISC CT (STENRF) may be used. When --PRIOR refers to the Study Reference Period (defined in DM.RFSTDTC to DM.RFENDTC) the SDTM variable --STRF should be populated. When --PRIOR is compared to another timepoint, the SDTM variables --STRTPT and --STTPT should be used. Note: --STRTPT must refer to the time point anchor described in --STTPT.","C66742","The CDASH field --PRIOR allows specific question text and prompt about interventions, events or findings that were prior to a specified timepoint. --PRIOR is used in conjunction with either a reference timepoint (--STTPT, --ENTPT) or the Study Reference Period (described as RFSTDTC to RFENDTC). See CDASHIG Section 3.7 for more information."
"CDASH Model v1.3","Timing",,"35","--TPT","Planned Time Point Name","Text description of time when a measurement or observation should be taken, as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point (e.g., time of last dose). See --TPTNUM and --TPTREF.",,"What [is/was] the planned time point [of the/for the] [measurement/observation/collection]?","[Planned Time Point Name]","Char","--TPT","Maps directly to the SDTM variable listed in the SDTM Target column. See the SDTMIG for additional information on representing time points. SDTM time point anchors --TPTREF (text description) and --RFTDTC (date/time) may be needed, as well as SDTM variables --TPTNUM, --ELTM.","","Planned time point names are needed to differentiate multiple sequential assessments. It is recommended that time point names be preprinted on the CRF rather than collected in a free-text field. If the form is laid out as a grid, then words such as Planned Time Point can be included as the column header. In the SDTM submission dataset, time points can be represented using the time point variables --TPT, --TPTNUM,-- ELTM. See the SDTMIG for additional information."
"CDASH Model v1.3","Timing",,"36","--TPTNUM","Planned Time Point Number","Numeric version of planned time point, used in sorting.",,"What [is/was] the planned time point number [of the/for the] [measurement/observation/collection]?","[Planned Time Point Number]","Num","--TPTNUM","Maps directly to the SDTM variable listed in the SDTM Target column. See SDTMIG for additional information on representing time points. SDTM time point anchors --TPTREF (text description) and --RFTDTC (date/time) may be needed, as well as SDTM variables --TPTNUM, --ELTM.","","Planned time point numbers may be needed to differentiate multiple sequential assessments. If collected, it is recommended that time point numbers be preprinted on the CRF. In the SDTM submission dataset, time points can be represented using the time point variables --TPT, --TPTNUM,-- ELTM. See SDTMIG for additional information."
"CDASH Model v1.3","Timing",,"37","--TPTREF","Time Point Reference","Description of the fixed reference point referred to by --ELTM, --TPTNUM, and --TPT.",,"What is the description of the fixed reference point?","[Reference Time Point]","Char","--TPTREF","Maps directly to the SDTM variable listed in the SDTM Target column.","","Planned reference point referred to by time point variables --TPT, TPTNUM, --ELTM. See SDTMIG for additional information. This would most commonly be prespecified on the CRF, and not a question to which the site would provide an answer."
"CDASH Model v1.3","Timing",,"38","--RFTDAT","Reference Time Point Date","Date for a fixed reference time point defined by --TPTREF.",,"What was the date of the [Reference Time point]?","[Reference Time point]","Char","--RFTDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, the SDTMIG variable --RFTDTC is derived by concatenating all collected CDASH --RFTDAT, and --RFTTIM components and populating the SDTM variable --RFTDTC in ISO 8601 format.","","Date of the fix reference time point defined by --TPTREF"
"CDASH Model v1.3","Timing",,"39","--RFTTIM","Reference Time Point Time","Time for a fixed reference time point defined by --TPTREF.",,"What was the time of the [Reference Time point]?","[Reference Time point]","Char","--RFTDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, the SDTMIG variable --RFTDTC is derived by concatenating all collected CDASH --RFTDAT, and --RFTTIM components and populating the SDTM variable --RFTDTC in ISO 8601 format.","","Time of the fix reference time point defined by --TPTREF"
"CDASH Model v1.3","Timing",,"40","--CEVINT","Collected Evaluation Interval","The collected or prepopulated text description of an interval associated with an observation such as a finding --TESTCD.",,"[Included as part of a protocol-specified question].","[Evaluation Interval]","Char","--EVINTX; --EVLINT","This field does not map directly to an SDTM variable. For the SDTM dataset, convert the collect evaluation interval into an ISO 8601 period format and populate the SDTM variable --EVLINT or if the interval can not be converted to an ISO format, populate the SDTM variable --EVINTX.","","The CDASH field --CEVINT (which is stored as free text) indicates a period of time during which an observation is being made or about which a question is being asked (e.g., ""During the past 6 months what was the subject's average sleep time?"" or ""Record any significant cardiovascular medical history over the subject's lifetime.""). The evaluation interval free text is defaulted in the hidden CDASH field --CEVINT (e.g., PAST 6 MONTHS, LIFETIME). Intervals that can be converted to ISO format (e.g., PAST 6 WEEKS), are mapped to the SDTM variable --EVLINT (-P6W), and free-text interval are mapped to --EVINTX (LIFETIME). See SDTMIG for additional information."
"CDASH Model v1.3","Timing",,"41","--EVLINT","Evaluation Interval","Duration of interval associated with an observation, such as a finding --TESTCD.",,,,"Char","--EVLINT","Maps directly to the SDTM variable listed in the SDTM Target column.","","The CDASH field --EVLINT indicates a period of time during which an observation is being made or about which a question is being asked which is represented in an ISO format. This would be a hidden field on the CRF or screen, not a question to which the site would provide an answer. The evaluation interval is included in the question text and the hidden CDASH field --EVLINT is defaulted using the appropriate ISO format for the interval. Example: ""During the past 6 months, what was the subject's average sleep time?"" is the question text; the hidden CDASH field --EVLINT would be ""-P6M"". See the SDTMIG for additional information."
"CDASH Model v1.3","Timing",,"42","DTHDAT","Death Date","Date of death for any subject who died.",,"What [is/was] the subject's date of death?","Death Date","Char","DTHDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable DM.DTHDTC in ISO 8601 format.","","The CDASH Model defines Death Date as a timing variable. It is not included as a timing variable in the SDTMIG. It may be collected on any CRF deemed appropriate by the sponsor, but should only be collected once. The SDTM variables DTHDTC and DTHFL are mapped to the DM domain during the SDTM submission dataset creation process. Death Date may be mapped to other SDTM domains (e.g., DS), as deemed appropriate by the sponsor. Death Date can be collected as a single field, or as 3 fields (DTHMO, DTHDD and DTHYY)."
"CDASH Model v1.3","Timing",,"43","DTHDD","Death Day","Day of death for any subject who died.",,"What [is/was] the subject's day of death?","Death Day","Char","DTHDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable DM.DTHDTC in ISO 8601 format.","","The CDASH Model defines Death Date as a timing variable. It is not included as a timing variable in the SDTMIG. It may be collected on any CRF deemed appropriate by the sponsor. The SDTM variables DTHDTC and DTHFL are mapped to the DM domain during the SDTM submission dataset creation process. Death Date may be mapped to other SDTM domains (e.g., DS), as deemed appropriate by the sponsor. Death Date can be collected as a single field, or as 3 fields (DTHMO, DTHDD and DTHYY)."
"CDASH Model v1.3","Timing",,"44","DTHMO","Death Month","Month of death for any subject who died.",,"What [is/was] the subject's month of death?","Death Month","Char","DTHDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable DM.DTHDTC in ISO 8601 format.","","The CDASH Model defines Death Date as a timing variable. It is not included as a timing variable in the SDTMIG. It may be collected on any CRF deemed appropriate by the sponsor. The SDTM variables DTHDTC and DTHFL are mapped to the DM domain during the SDTM submission dataset creation process. Death Date may be mapped to other SDTM domains (e.g., DS), as deemed appropriate by the sponsor. Death Date can be collected as a single field, or as 3 fields (DTHMO, DTHDD and DTHYY)."
"CDASH Model v1.3","Timing",,"45","DTHYY","Death Year","Year of death for any subject who died.",,"What [is/was] the subject's year of death?","Death Year","Char","DTHDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable DM.DTHDTC in ISO 8601 format.","","The CDASH Model defines Death Date as a timing variable. It is not included as a timing variable in the SDTMIG. It may be collected on any CRF deemed appropriate by the sponsor. The SDTM variables DTHDTC and DTHFL are mapped to the DM domain during the SDTM submission dataset creation process. Death Date may be mapped to other SDTM domains (e.g., DS), as deemed appropriate by the sponsor. Death Date can be collected as a single field, or as 3 fields (DTHMO, DTHDD and DTHYY)."
"CDASH Model v1.3","Timing",,"46","DTHTIM","Death Time","Time of death for any subject who died.",,"What [is/was] the subject's time of death?","Death Time","Char","DTHDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable DM.DTHDTC in ISO 8601 format.","","The CDASH Model defines Death Date as a timing variable. It is not included as a timing variable in the SDTMIG. It may be collected on any CRF deemed appropriate by the sponsor. The SDTM variables DTHDTC and DTHFL are mapped to the DM domain during the SDTM submission dataset creation process. Death Date may be mapped to other SDTM domains (e.g., DS), as deemed appropriate by the sponsor. Death Time can be collected as a single field, or as 2 fields. (DTHHR, DTHMI)."
"CDASH Model v1.3","Timing",,"47","DTHHR","Death Hour","Hour of death for any subject who died.",,"What [is/was] the subject's hour of death?","Hour of Death","Num","DTHDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable DM.DTHDTC in ISO 8601 format.","","The CDASH mModel defines Death Date as a timing variable. It is not included as a timing variable in the SDTMIG. It may be collected on any CRF deemed appropriate by the sponsor. The SDTM variables DTHDTC and DTHFL are mapped to the DM domain during the SDTM submission dataset creation process. Death Date may be mapped to other SDTM domains (e.g., DS), as deemed appropriate by the sponsor. Death Time can be collected as a single field, or as 2 fields. (DTHHR, DTHMI)."
"CDASH Model v1.3","Timing",,"48","DTHMI","Death Minute","Minute of death for any subject who died.",,"What [is/was] the subject's minute of death?","Minute of Death","Num","DTHDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable DM.DTHDTC in ISO 8601 format.","","The CDASH model defines Death Date as a timing variable. It is not included as a timing variable in the SDTMIG. It may be collected on any CRF deemed appropriate by the sponsor. The SDTM variables DTHDTC and DTHFL are mapped to the DM domain during the SDTM submission dataset creation process. Death Date may be mapped to other SDTM domains (e.g., DS), as deemed appropriate by the sponsor (e.g., DS). Death Time can be collected as a single field, or as 2 fields. (DTHHR, DTHMI)."
"CDASH Model v1.3","Timing",,"49","MIDS","Disease Milestone Instance Name","The name of a specific instance of a Disease Milestone Type (MIDSTYPE) described in the Trial Disease Milestones dataset.",,"What [is/was] the name of a the disease Milestone?","Disease Milestone Instance Name","Char","MIDS","Maps directly to the SDTM variable listed in the SDTM Target column.","","The name of a specific instance of a Disease Milestone Type (MIDSTYPE) described in the Trial Disease Milestones dataset. This will typically prespecified by the sponsor on the CRF."
"CDASH Model v1.3","Timing",,"50","RELMIDS","Temporal Relation to Milestone Instance","The temporal relationship of the observation to the Disease Milestone Instance Name in MIDS.",,"What [is/was] the [temporal relation to milestone Instance] ?","Temporal Relation to Milestone Instance","Char","RELMIDS","Maps directly to the SDTM variable listed in the SDTM Target column.","","The timing related to the disease milestone will be specified by the sponsor. Terms such as IMMEDIATELY BEFORE, AT TIME OF, AFTER may be used."
"CDASH Model v1.3","Timing",,"51","MIDSDAT","Disease Milestone Instance Date/Time","he start date/time of the Disease Milestone Instance Name in MIDS.",,"What [is/was] the date of the [Disease Milestone Instance]?","Disease Milestone Instance Date/Time","Char","MIDSDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable MIDSDTC in ISO 8601 format.","",
"CDASH Model v1.3","Timing",,"52","MIDSTIM","Disease Milestone Instance Date/Time","The start date/time of the disease milestone instance name in MIDS.",,"What [is/was] the time of the [Disease Milestone Instance]?","Disease Milestone Instance Date/Time","Char","MIDSDTC","This field does not map directly to an SDTM variable. For the SDTM dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTM variable MIDSDTC in ISO 8601 format.","",
"CDASH Model v1.3","Timing",,"53","--STINT","Planned Start of Assessment Interval","The start of a planned assessment interval relative to a reference time point, represented in a standardized character format.",,"[A protocol-specified question]","Planned Start of Assessment Interval","Char","--STINT","Maps directly to the SDTM variable listed in the SDTM Target column.","","The reference time point is in --TPTREF. As this describes planned timing of an assessment, caution should be exercised when using outside of the Findings domains. In an Events or Interventions domain, it may refer to the interval over which --OCCUR is assessed. This would typically be prespecified or specified options provided based on the protocol."
"CDASH Model v1.3","Timing",,"54","--ENINT","Planned End of Assessment Interval","The end of a planned assessment interval relative to a reference time point, represented in a standardized character format.",,"[A protocol-specified question]","Planned End of Assessment Interval","Char","--ENINT","Maps directly to the SDTM variable listed in the SDTM Target column.","","The reference time point is in --TPTREF. As this describes planned timing of an assessment, caution should be exercised when using outside of the Findings domains. In an Events or Interventions domain, it may refer to the interval over which --OCCUR is assessed. This would typically be prespecified or specified options provided based on the protocol."
"CDASH Model v1.3","Timing",,"55","--PTFL","Point in Time Flag","An indication that the specimen was collected at a single point in time.",,"[Is/Was] the specimen collected at a single point in time?;Indicate whether the specimen was collected at a single time point.","Point in Time Flag","Char","--PTFL","Maps directly to the SDTM variable listed in the SDTM Target column.","C66742","Only in Findings class specimen-based domains: BS, CP, GF, IS, LB, MB, MS, MI, PC, PP. The value is ""Y"" or null."
"CDASH Model v1.3","Timing",,"56","--PDUR","Planned Duration","A planned duration of a finding.",,"What [is/was] the planned duration of the [specimen collection/finding] ?","Planned Duration","Char","--PDUR","Maps directly to the SDTM variable listed in the SDTM Target column.","","Only in Findings class specimen-based domains: BS, CP, GF, IS, LB, MB, MS, MI, PC, PP. For a sample-based finding, this could apply to the planned duration of specimen collection."
"CDASH Model v1.3","Events","AE","1","AEACNOYN","Any Other Actions Taken","An indication whether any other action(s) were taken in response to the adverse event, unrelated to study treatment dose changes, or whether other non-study treatments were given because of this adverse event.","true","Were any other actions taken in response to this adverse event?","Any Other Actions Taken","Char",,"Does not map to an SDTM variable. The SDTM annotated CRF indicates that this field is NOT SUBMITTED.","C66742","The intent/purpose of collecting this field is to help with data cleaning and monitoring. It provides verification that the AEACNOTH field on the CRF was deliberately left blank."
"CDASH Model v1.3","Events","AE","2","AERLNSYN","Related to Non-Study Treatment","An indication whether, in the investigator's opinion, the event may have been due to a treatment other than study treatment.","true","[Is/Was] this adverse event due to treatment other than study treatment?","Related to Non-Study Treatment","Char",,"Does not map to an SDTM variable.The SDTM annotated CRF indicates that this field is NOT SUBMITTED.","C66742","The intent/purpose of collecting this field is to help with data cleaning and monitoring. It provides verification that the CDASH AERELNST field on the CRF was deliberately left blank."
"CDASH Model v1.3","Events","AE","3","AESI","Adverse Event of Special Interest","An adverse event of special interest (serious or non-serious) is one of scientific and medical concern specific to the sponsor's product or program, for which ongoing monitoring and rapid communication by the investigator to the sponsor can be appropriate. Such an event might warrant further investigation in order to characterize and understand it. Depending on the nature of the event, rapid communication by the trial sponsor to other parties (e.g., regulators) might also be warranted.","true","[Is/Was] this event of special interest?","Adverse Event of Special Interest","Char",,"Does not map to an SDTM variable. The SDTM annotated CRF indicates that this field is NOT SUBMITTED.","C66742","This CDASH field may be used just to trigger other CRF pages, or to populate a value in AECAT or AESCAT. If submitted, this information could be submitted in a SUPP--.QVAL dataset where SUPP--.QNAM= ""AESI"" and SUPP--.QLABEL = ""Adverse Event of Special Interest"". Refer to the current SDTM and SDTMIG for instructions on placement of non-standard variables (NSVs) in SDTM domains."
"CDASH Model v1.3","Events","AE","4","AESINTV","Needs Intervention to Prevent Impairment","An indication whether an adverse event required medical or surgical intervention to preclude permanent impairment of a body function, or prevent permanent damage to a body structure, due to the use of a medical product.","true","Did the adverse event require intervention to prevent permanent impairment or damage resulting from the use of a medical product?","Needs Intervention to Prevent Impairment","Char","AESINTV","Maps directly to the SDTM variable listed in the SDTM Target column.","C66742","This criteria is used for SAEs associated with a medical product (e.g., device). Sponsors should follow requirements for the reporting of adverse events involving medical devices to health authorities."
"CDASH Model v1.3","Events","AE","5","AEUNANT","Unanticipated Adverse Device Effect","Any serious adverse effect on health or safety or any life-threatening problem or death caused by or associated with a device, if that effect, problem, or death was not previously identified in nature, severity, or degree of incidence in the investigational plan or application (including a supplementary plan or application), or any other unanticipated serious problem associated with a device that relates to the rights, safety, or welfare of subjects.","true","[Is/Was] the adverse event a unanticipated adverse device effect?","Unanticipated Adverse Device Effect","Char","AEUNANT","Maps directly to the SDTM variable listed in the SDTM Target column.","C66742","The assessment is about a device identified in the data (i.e., which has an SPDEVID). The device may be ancillary or under study."
"CDASH Model v1.3","Events","AE","6","AERLPRT","Rel of AE to Device-Related Procedure","The investigator's opinion as to the likelihood that device-related study procedures caused the AE.","true","What is the likelihood that device-related study procedures cause the adverse event?","Rel of AE to Device-Related Procedure","Char","AERLPRT","Maps directly to the SDTM variable listed in the SDTM Target column.","","The relationship is to a device-related procedure where the device is identified in the data (i.e., which has an SPDEVID). The device may be ancillary or under study."
"CDASH Model v1.3","Events","AE","7","AERLPRC","Rel of AE to Non-Dev-Rel Study Activity","The investigator's opinion as to the likelihood that non-device study procedures cause of the adverse event.","true","What is the likelihood that a non device-related study procedure cause of the adverse eventt?","Rel of AE to Non-Dev-Rel Study Activity","Char","AERLPRC","Maps directly to the SDTM variable listed in the SDTM Target column.","","The relationship is to a protocol-specified non-device-related activity where the device is identified in the data (i.e., which has an SPDEVID). The device may be ancillary or under study."
"CDASH Model v1.3","Events","DS","1","DSCONT","Subject Continue","The plan for subject continuation to the next phase of the study or another study at the time of completion of the CRF.","true","Will the subject continue?","Subject Continue","Char","QVAL","This information could be submitted in a SUPPDS dataset as the value of SUPPDS.QVAL where SUPPDS.QNAM= ""DSCONT"" and SUPPDS.QLABEL=""Subject Continue"". Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains.","C66742",
"CDASH Model v1.3","Events","DS","2","DSNEXT","Next EPOCH","Identifies the study epoch or new study in which the subject will participate.","true","What [is/was] the next [Period/Epoch/Trial] the subject will [continue to/enter/enroll]?","Next [Period/Epoch/Trial]","Char",,"This variable does not map to an SDTMIG variable. The annotated CRF indicates that this field is NOT SUBMITTED.","","Typically, this is used as general prompt question to aid in monitoring, data cleaning, and subject tracking. This information could be submitted in a SUPP--.QVAL dataset where SUPP--.QNAM = ""--DSNEXT"" and SUPP--.QLABEL = ""Next EPOCH"". Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains."
